line_id,order_id,order_date,month,customer_id,region,segment,channel,product,category,quantity,discount_pct,returned,gross_sales_cents,discount_cents,cogs_cents,net_revenue_cents,profit_cents
1604,813,2024-10-06,2024-10,38,East,Consumer,Online,Desk,Furniture,4,5,0,112000,5600,76000,106400,30400
1605,813,2024-10-06,2024-10,38,East,Consumer,Online,Storage box,Office Supplies,1,0,0,2600,0,1200,2600,1400
1606,814,2024-11-09,2024-11,151,East,Consumer,Store,Notebook pack,Office Supplies,3,15,0,5400,810,2100,4590,2490
1607,815,2025-07-18,2025-07,70,West,Business,Online,Chair,Furniture,3,25,0,51000,12750,33000,38250,5250
1608,816,2025-11-25,2025-11,137,East,Consumer,Store,Notebook pack,Office Supplies,3,0,0,5400,0,2100,5400,3300
1609,816,2025-11-25,2025-11,137,East,Consumer,Store,Chair,Furniture,2,0,0,34000,0,22000,34000,12000
1610,817,2025-08-04,2025-08,189,Central,Business,Store,Storage box,Office Supplies,3,0,0,7800,0,3600,7800,4200
1611,818,2025-03-04,2025-03,181,South,Consumer,Store,Keyboard,Technology,3,10,0,19500,1950,9600,17550,7950
1612,819,2024-10-09,2024-10,110,South,Business,Online,Storage box,Office Supplies,3,10,0,7800,780,3600,7020,3420
1613,819,2024-10-09,2024-10,110,South,Business,Online,Desk,Furniture,1,0,0,28000,0,19000,28000,9000
1614,820,2024-09-02,2024-09,24,Central,Consumer,Online,Desk,Furniture,5,35,0,140000,49000,95000,91000,-4000
1615,820,2024-09-02,2024-09,24,Central,Consumer,Online,Storage box,Office Supplies,1,10,0,2600,260,1200,2340,1140
1616,820,2024-09-02,2024-09,24,Central,Consumer,Online,Monitor,Technology,2,10,0,48000,4800,32000,43200,11200
1617,821,2025-12-02,2025-12,174,Central,Business,Online,Desk,Furniture,2,0,0,56000,0,38000,56000,18000
1618,821,2025-12-02,2025-12,174,Central,Business,Online,Notebook pack,Office Supplies,5,5,0,9000,450,3500,8550,5050
1619,822,2025-11-08,2025-11,136,East,Business,Online,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
1620,822,2025-11-08,2025-11,136,East,Business,Online,Chair,Furniture,2,15,0,34000,5100,22000,28900,6900
1621,822,2025-11-08,2025-11,136,East,Business,Online,Notebook pack,Office Supplies,4,10,0,7200,720,2800,6480,3680
1622,823,2025-01-17,2025-01,29,Central,Consumer,Store,Chair,Furniture,3,10,0,51000,5100,33000,45900,12900
1623,823,2025-01-17,2025-01,29,Central,Consumer,Store,Notebook pack,Office Supplies,3,0,1,5400,0,0,0,0
1624,823,2025-01-17,2025-01,29,Central,Consumer,Store,Desk,Furniture,5,25,0,140000,35000,95000,105000,10000
1625,824,2024-11-08,2024-11,165,West,Consumer,Online,Notebook pack,Office Supplies,1,5,1,1800,90,0,0,0
1626,824,2024-11-08,2024-11,165,West,Consumer,Online,Keyboard,Technology,4,5,0,26000,1300,12800,24700,11900
1627,825,2024-04-19,2024-04,2,Central,Consumer,Store,Chair,Furniture,1,0,0,17000,0,11000,17000,6000
1628,825,2024-04-19,2024-04,2,Central,Consumer,Store,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
1629,825,2024-04-19,2024-04,2,Central,Consumer,Store,Monitor,Technology,2,10,0,48000,4800,32000,43200,11200
1630,826,2025-05-14,2025-05,2,Central,Consumer,Online,Monitor,Technology,4,5,0,96000,4800,64000,91200,27200
1631,826,2025-05-14,2025-05,2,Central,Consumer,Online,Chair,Furniture,4,0,0,68000,0,44000,68000,24000
1632,826,2025-05-14,2025-05,2,Central,Consumer,Online,Keyboard,Technology,3,0,0,19500,0,9600,19500,9900
1633,827,2025-11-03,2025-11,113,East,Consumer,Online,Monitor,Technology,4,0,0,96000,0,64000,96000,32000
1634,828,2025-12-27,2025-12,51,South,Business,Online,Monitor,Technology,1,0,0,24000,0,16000,24000,8000
1635,829,2024-12-05,2024-12,9,South,Consumer,Online,Chair,Furniture,1,25,0,17000,4250,11000,12750,1750
1636,829,2024-12-05,2024-12,9,South,Consumer,Online,Keyboard,Technology,4,0,0,26000,0,12800,26000,13200
1637,829,2024-12-05,2024-12,9,South,Consumer,Online,Monitor,Technology,4,15,0,96000,14400,64000,81600,17600
1638,830,2025-02-02,2025-02,34,West,Business,Online,Desk,Furniture,2,0,0,56000,0,38000,56000,18000
1639,831,2024-01-14,2024-01,197,South,Business,Online,Storage box,Office Supplies,3,10,0,7800,780,3600,7020,3420
1640,832,2024-01-09,2024-01,112,Central,Consumer,Store,Monitor,Technology,1,10,0,24000,2400,16000,21600,5600
1641,832,2024-01-09,2024-01,112,Central,Consumer,Store,Keyboard,Technology,2,15,0,13000,1950,6400,11050,4650
1642,833,2024-10-14,2024-10,197,South,Business,Online,Storage box,Office Supplies,4,0,0,10400,0,4800,10400,5600
1643,833,2024-10-14,2024-10,197,South,Business,Online,Chair,Furniture,1,0,0,17000,0,11000,17000,6000
1644,834,2025-08-28,2025-08,162,East,Consumer,Online,Desk,Furniture,2,25,1,56000,14000,0,0,0
1645,835,2024-07-15,2024-07,38,East,Consumer,Store,Notebook pack,Office Supplies,2,0,0,3600,0,1400,3600,2200
1646,836,2025-01-24,2025-01,105,West,Business,Store,Storage box,Office Supplies,3,10,0,7800,780,3600,7020,3420
1647,836,2025-01-24,2025-01,105,West,Business,Store,Chair,Furniture,5,25,0,85000,21250,55000,63750,8750
1648,836,2025-01-24,2025-01,105,West,Business,Store,Notebook pack,Office Supplies,3,0,0,5400,0,2100,5400,3300
1649,837,2024-10-14,2024-10,90,South,Business,Store,Monitor,Technology,1,0,1,24000,0,0,0,0
1650,838,2024-02-23,2024-02,170,West,Consumer,Store,Monitor,Technology,4,5,0,96000,4800,64000,91200,27200
1651,839,2024-04-13,2024-04,111,West,Consumer,Online,Keyboard,Technology,3,5,0,19500,975,9600,18525,8925
1652,839,2024-04-13,2024-04,111,West,Consumer,Online,Monitor,Technology,1,15,0,24000,3600,16000,20400,4400
1653,840,2024-05-13,2024-05,85,West,Business,Store,Monitor,Technology,2,5,0,48000,2400,32000,45600,13600
1654,840,2024-05-13,2024-05,85,West,Business,Store,Notebook pack,Office Supplies,4,0,0,7200,0,2800,7200,4400
1655,840,2024-05-13,2024-05,85,West,Business,Store,Storage box,Office Supplies,2,15,0,5200,780,2400,4420,2020
1656,841,2025-08-23,2025-08,168,West,Business,Online,Storage box,Office Supplies,4,0,0,10400,0,4800,10400,5600
1657,842,2025-07-13,2025-07,159,South,Consumer,Store,Storage box,Office Supplies,2,15,0,5200,780,2400,4420,2020
1658,842,2025-07-13,2025-07,159,South,Consumer,Store,Keyboard,Technology,1,0,0,6500,0,3200,6500,3300
1659,843,2025-07-17,2025-07,183,Central,Consumer,Store,Monitor,Technology,1,10,0,24000,2400,16000,21600,5600
1660,843,2025-07-17,2025-07,183,Central,Consumer,Store,Storage box,Office Supplies,4,15,0,10400,1560,4800,8840,4040
1661,843,2025-07-17,2025-07,183,Central,Consumer,Store,Keyboard,Technology,5,0,0,32500,0,16000,32500,16500
1662,844,2024-10-07,2024-10,179,East,Business,Online,Desk,Furniture,1,5,0,28000,1400,19000,26600,7600
1663,844,2024-10-07,2024-10,179,East,Business,Online,Notebook pack,Office Supplies,4,10,0,7200,720,2800,6480,3680
1664,845,2025-06-09,2025-06,20,South,Consumer,Online,Notebook pack,Office Supplies,5,10,0,9000,900,3500,8100,4600
1665,845,2025-06-09,2025-06,20,South,Consumer,Online,Keyboard,Technology,3,0,0,19500,0,9600,19500,9900
1666,846,2024-06-12,2024-06,147,Central,Consumer,Online,Storage box,Office Supplies,5,15,0,13000,1950,6000,11050,5050
1667,846,2024-06-12,2024-06,147,Central,Consumer,Online,Desk,Furniture,2,10,0,56000,5600,38000,50400,12400
1668,846,2024-06-12,2024-06,147,Central,Consumer,Online,Keyboard,Technology,5,0,0,32500,0,16000,32500,16500
1669,847,2024-02-16,2024-02,137,East,Consumer,Online,Desk,Furniture,3,0,0,84000,0,57000,84000,27000
1670,847,2024-02-16,2024-02,137,East,Consumer,Online,Chair,Furniture,1,5,0,17000,850,11000,16150,5150
1671,848,2024-08-03,2024-08,137,East,Consumer,Online,Storage box,Office Supplies,3,15,0,7800,1170,3600,6630,3030
1672,849,2024-11-28,2024-11,22,West,Consumer,Store,Chair,Furniture,3,0,0,51000,0,33000,51000,18000
1673,849,2024-11-28,2024-11,22,West,Consumer,Store,Keyboard,Technology,1,5,0,6500,325,3200,6175,2975
1674,849,2024-11-28,2024-11,22,West,Consumer,Store,Monitor,Technology,3,0,0,72000,0,48000,72000,24000
1675,850,2024-01-17,2024-01,138,Central,Consumer,Online,Storage box,Office Supplies,5,15,0,13000,1950,6000,11050,5050
1676,850,2024-01-17,2024-01,138,Central,Consumer,Online,Keyboard,Technology,4,0,0,26000,0,12800,26000,13200
1677,850,2024-01-17,2024-01,138,Central,Consumer,Online,Monitor,Technology,2,15,0,48000,7200,32000,40800,8800
1678,851,2025-02-08,2025-02,40,South,Business,Store,Storage box,Office Supplies,4,5,0,10400,520,4800,9880,5080
1679,852,2025-05-05,2025-05,24,Central,Consumer,Store,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
1680,853,2025-05-17,2025-05,187,Central,Business,Online,Monitor,Technology,2,0,0,48000,0,32000,48000,16000
1681,853,2025-05-17,2025-05,187,Central,Business,Online,Desk,Furniture,5,5,0,140000,7000,95000,133000,38000
1682,853,2025-05-17,2025-05,187,Central,Business,Online,Storage box,Office Supplies,1,10,0,2600,260,1200,2340,1140
1683,854,2025-10-22,2025-10,104,South,Business,Online,Notebook pack,Office Supplies,5,0,0,9000,0,3500,9000,5500
1684,854,2025-10-22,2025-10,104,South,Business,Online,Chair,Furniture,1,0,0,17000,0,11000,17000,6000
1685,854,2025-10-22,2025-10,104,South,Business,Online,Desk,Furniture,1,0,0,28000,0,19000,28000,9000
1686,855,2024-03-26,2024-03,69,West,Business,Online,Notebook pack,Office Supplies,1,15,0,1800,270,700,1530,830
1687,855,2024-03-26,2024-03,69,West,Business,Online,Desk,Furniture,3,0,0,84000,0,57000,84000,27000
1688,855,2024-03-26,2024-03,69,West,Business,Online,Storage box,Office Supplies,4,15,0,10400,1560,4800,8840,4040
1689,856,2024-06-16,2024-06,79,East,Consumer,Store,Chair,Furniture,1,10,0,17000,1700,11000,15300,4300
1690,856,2024-06-16,2024-06,79,East,Consumer,Store,Storage box,Office Supplies,1,0,0,2600,0,1200,2600,1400
1691,857,2024-04-15,2024-04,140,Central,Business,Store,Notebook pack,Office Supplies,4,0,1,7200,0,0,0,0
1692,858,2024-08-17,2024-08,7,West,Consumer,Online,Keyboard,Technology,3,5,0,19500,975,9600,18525,8925
1693,858,2024-08-17,2024-08,7,West,Consumer,Online,Chair,Furniture,4,0,0,68000,0,44000,68000,24000
1694,859,2024-04-22,2024-04,58,West,Consumer,Online,Monitor,Technology,5,5,0,120000,6000,80000,114000,34000
1695,859,2024-04-22,2024-04,58,West,Consumer,Online,Desk,Furniture,1,0,0,28000,0,19000,28000,9000
1696,860,2024-07-01,2024-07,110,South,Business,Store,Chair,Furniture,3,10,0,51000,5100,33000,45900,12900
1697,860,2024-07-01,2024-07,110,South,Business,Store,Keyboard,Technology,1,5,0,6500,325,3200,6175,2975
1698,860,2024-07-01,2024-07,110,South,Business,Store,Storage box,Office Supplies,3,5,0,7800,390,3600,7410,3810
1699,861,2025-12-29,2025-12,20,South,Consumer,Online,Storage box,Office Supplies,2,5,0,5200,260,2400,4940,2540
1700,862,2025-04-02,2025-04,185,West,Business,Store,Desk,Furniture,5,25,0,140000,35000,95000,105000,10000
1701,863,2024-10-12,2024-10,38,East,Consumer,Online,Chair,Furniture,4,15,0,68000,10200,44000,57800,13800
1702,863,2024-10-12,2024-10,38,East,Consumer,Online,Storage box,Office Supplies,4,10,0,10400,1040,4800,9360,4560
1703,864,2025-02-27,2025-02,155,Central,Business,Store,Storage box,Office Supplies,2,10,0,5200,520,2400,4680,2280
1704,865,2025-05-24,2025-05,138,Central,Consumer,Store,Notebook pack,Office Supplies,1,15,0,1800,270,700,1530,830
1705,865,2025-05-24,2025-05,138,Central,Consumer,Store,Chair,Furniture,5,5,0,85000,4250,55000,80750,25750
1706,865,2025-05-24,2025-05,138,Central,Consumer,Store,Keyboard,Technology,2,5,1,13000,650,0,0,0
1707,866,2024-01-18,2024-01,93,South,Business,Store,Desk,Furniture,1,15,0,28000,4200,19000,23800,4800
1708,867,2024-05-22,2024-05,76,West,Consumer,Store,Notebook pack,Office Supplies,4,0,0,7200,0,2800,7200,4400
1709,868,2024-08-17,2024-08,15,East,Consumer,Online,Storage box,Office Supplies,2,10,0,5200,520,2400,4680,2280
1710,869,2025-12-13,2025-12,109,South,Business,Store,Storage box,Office Supplies,1,15,0,2600,390,1200,2210,1010
1711,870,2025-08-31,2025-08,41,South,Consumer,Online,Monitor,Technology,2,0,0,48000,0,32000,48000,16000
1712,871,2024-01-13,2024-01,146,East,Consumer,Store,Chair,Furniture,4,0,0,68000,0,44000,68000,24000
1713,872,2025-12-16,2025-12,77,Central,Consumer,Store,Storage box,Office Supplies,4,0,0,10400,0,4800,10400,5600
1714,872,2025-12-16,2025-12,77,Central,Consumer,Store,Monitor,Technology,2,0,0,48000,0,32000,48000,16000
1715,873,2024-02-02,2024-02,155,Central,Business,Online,Chair,Furniture,4,35,0,68000,23800,44000,44200,200
1716,873,2024-02-02,2024-02,155,Central,Business,Online,Desk,Furniture,3,10,0,84000,8400,57000,75600,18600
1717,873,2024-02-02,2024-02,155,Central,Business,Online,Keyboard,Technology,4,0,0,26000,0,12800,26000,13200
1718,874,2024-04-04,2024-04,134,Central,Consumer,Store,Storage box,Office Supplies,2,10,0,5200,520,2400,4680,2280
1719,875,2024-08-12,2024-08,101,East,Consumer,Online,Notebook pack,Office Supplies,4,10,0,7200,720,2800,6480,3680
1720,875,2024-08-12,2024-08,101,East,Consumer,Online,Storage box,Office Supplies,4,10,0,10400,1040,4800,9360,4560
1721,875,2024-08-12,2024-08,101,East,Consumer,Online,Desk,Furniture,3,25,0,84000,21000,57000,63000,6000
1722,876,2024-04-21,2024-04,27,South,Business,Online,Notebook pack,Office Supplies,1,0,0,1800,0,700,1800,1100
1723,876,2024-04-21,2024-04,27,South,Business,Online,Monitor,Technology,5,0,0,120000,0,80000,120000,40000
1724,877,2025-09-03,2025-09,3,West,Consumer,Store,Notebook pack,Office Supplies,2,0,0,3600,0,1400,3600,2200
1725,878,2024-03-28,2024-03,146,East,Consumer,Online,Keyboard,Technology,3,0,0,19500,0,9600,19500,9900
1726,878,2024-03-28,2024-03,146,East,Consumer,Online,Desk,Furniture,1,15,0,28000,4200,19000,23800,4800
1727,878,2024-03-28,2024-03,146,East,Consumer,Online,Notebook pack,Office Supplies,4,15,0,7200,1080,2800,6120,3320
1728,879,2025-02-04,2025-02,186,South,Consumer,Store,Storage box,Office Supplies,1,5,0,2600,130,1200,2470,1270
1729,880,2025-05-30,2025-05,26,South,Business,Online,Notebook pack,Office Supplies,4,10,0,7200,720,2800,6480,3680
1730,881,2024-02-08,2024-02,75,East,Consumer,Online,Storage box,Office Supplies,4,0,0,10400,0,4800,10400,5600
1731,882,2024-04-05,2024-04,184,South,Consumer,Online,Storage box,Office Supplies,2,0,0,5200,0,2400,5200,2800
1732,883,2025-05-28,2025-05,133,West,Business,Store,Chair,Furniture,3,15,0,51000,7650,33000,43350,10350
1733,883,2025-05-28,2025-05,133,West,Business,Store,Monitor,Technology,4,0,0,96000,0,64000,96000,32000
1734,884,2025-11-30,2025-11,100,South,Consumer,Online,Notebook pack,Office Supplies,5,0,0,9000,0,3500,9000,5500
1735,885,2025-08-03,2025-08,161,West,Business,Store,Desk,Furniture,2,10,0,56000,5600,38000,50400,12400
1736,886,2024-03-30,2024-03,128,East,Consumer,Online,Monitor,Technology,3,0,0,72000,0,48000,72000,24000
1737,886,2024-03-30,2024-03,128,East,Consumer,Online,Chair,Furniture,5,15,0,85000,12750,55000,72250,17250
1738,887,2024-03-13,2024-03,46,West,Business,Store,Keyboard,Technology,4,0,0,26000,0,12800,26000,13200
1739,887,2024-03-13,2024-03,46,West,Business,Store,Monitor,Technology,5,10,1,120000,12000,0,0,0
1740,888,2024-10-20,2024-10,103,West,Business,Store,Storage box,Office Supplies,3,15,0,7800,1170,3600,6630,3030
1741,888,2024-10-20,2024-10,103,West,Business,Store,Chair,Furniture,3,15,0,51000,7650,33000,43350,10350
1742,888,2024-10-20,2024-10,103,West,Business,Store,Keyboard,Technology,4,15,0,26000,3900,12800,22100,9300
1743,889,2025-11-29,2025-11,11,East,Consumer,Online,Chair,Furniture,2,0,0,34000,0,22000,34000,12000
1744,889,2025-11-29,2025-11,11,East,Consumer,Online,Notebook pack,Office Supplies,2,15,0,3600,540,1400,3060,1660
1745,889,2025-11-29,2025-11,11,East,Consumer,Online,Desk,Furniture,1,5,0,28000,1400,19000,26600,7600
1746,890,2025-04-18,2025-04,172,South,Business,Online,Keyboard,Technology,5,10,0,32500,3250,16000,29250,13250
1747,890,2025-04-18,2025-04,172,South,Business,Online,Storage box,Office Supplies,2,0,0,5200,0,2400,5200,2800
1748,891,2025-02-10,2025-02,197,South,Business,Store,Keyboard,Technology,3,0,0,19500,0,9600,19500,9900
1749,892,2025-09-10,2025-09,125,Central,Business,Online,Storage box,Office Supplies,3,10,1,7800,780,0,0,0
1750,892,2025-09-10,2025-09,125,Central,Business,Online,Keyboard,Technology,2,10,0,13000,1300,6400,11700,5300
1751,892,2025-09-10,2025-09,125,Central,Business,Online,Desk,Furniture,2,15,0,56000,8400,38000,47600,9600
1752,893,2025-09-07,2025-09,199,South,Consumer,Store,Monitor,Technology,4,10,0,96000,9600,64000,86400,22400
1753,894,2024-08-04,2024-08,6,East,Consumer,Store,Monitor,Technology,1,0,0,24000,0,16000,24000,8000
1754,894,2024-08-04,2024-08,6,East,Consumer,Store,Chair,Furniture,4,0,0,68000,0,44000,68000,24000
1755,895,2025-12-30,2025-12,116,West,Consumer,Store,Chair,Furniture,1,0,0,17000,0,11000,17000,6000
1756,895,2025-12-30,2025-12,116,West,Consumer,Store,Monitor,Technology,4,5,0,96000,4800,64000,91200,27200
1757,895,2025-12-30,2025-12,116,West,Consumer,Store,Storage box,Office Supplies,3,0,0,7800,0,3600,7800,4200
1758,896,2025-03-05,2025-03,124,Central,Consumer,Store,Storage box,Office Supplies,3,15,0,7800,1170,3600,6630,3030
1759,896,2025-03-05,2025-03,124,Central,Consumer,Store,Chair,Furniture,1,5,0,17000,850,11000,16150,5150
1760,896,2025-03-05,2025-03,124,Central,Consumer,Store,Keyboard,Technology,5,15,0,32500,4875,16000,27625,11625
1761,897,2025-11-11,2025-11,188,East,Business,Store,Chair,Furniture,4,0,0,68000,0,44000,68000,24000
1762,898,2024-11-20,2024-11,30,Central,Consumer,Store,Notebook pack,Office Supplies,4,0,0,7200,0,2800,7200,4400
1763,898,2024-11-20,2024-11,30,Central,Consumer,Store,Desk,Furniture,5,0,1,140000,0,0,0,0
1764,899,2024-07-11,2024-07,108,South,Business,Online,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
1765,899,2024-07-11,2024-07,108,South,Business,Online,Chair,Furniture,5,0,0,85000,0,55000,85000,30000
1766,899,2024-07-11,2024-07,108,South,Business,Online,Monitor,Technology,3,0,0,72000,0,48000,72000,24000
1767,900,2024-11-10,2024-11,129,South,Consumer,Online,Keyboard,Technology,4,5,0,26000,1300,12800,24700,11900
1768,900,2024-11-10,2024-11,129,South,Consumer,Online,Storage box,Office Supplies,5,10,0,13000,1300,6000,11700,5700
1769,900,2024-11-10,2024-11,129,South,Consumer,Online,Notebook pack,Office Supplies,3,0,0,5400,0,2100,5400,3300
1770,901,2025-04-14,2025-04,110,South,Business,Store,Notebook pack,Office Supplies,5,0,0,9000,0,3500,9000,5500
1771,902,2025-01-25,2025-01,73,South,Business,Store,Monitor,Technology,1,0,0,24000,0,16000,24000,8000
1772,902,2025-01-25,2025-01,73,South,Business,Store,Notebook pack,Office Supplies,1,15,0,1800,270,700,1530,830
1773,902,2025-01-25,2025-01,73,South,Business,Store,Desk,Furniture,1,35,0,28000,9800,19000,18200,-800
1774,903,2025-09-30,2025-09,140,Central,Business,Online,Keyboard,Technology,3,10,0,19500,1950,9600,17550,7950
1775,903,2025-09-30,2025-09,140,Central,Business,Online,Notebook pack,Office Supplies,4,15,0,7200,1080,2800,6120,3320
1776,903,2025-09-30,2025-09,140,Central,Business,Online,Desk,Furniture,2,35,0,56000,19600,38000,36400,-1600
1777,904,2024-12-25,2024-12,119,West,Business,Store,Storage box,Office Supplies,3,0,0,7800,0,3600,7800,4200
1778,904,2024-12-25,2024-12,119,West,Business,Store,Keyboard,Technology,3,5,0,19500,975,9600,18525,8925
1779,904,2024-12-25,2024-12,119,West,Business,Store,Desk,Furniture,4,5,1,112000,5600,0,0,0
1780,905,2025-02-28,2025-02,9,South,Consumer,Online,Chair,Furniture,3,15,0,51000,7650,33000,43350,10350
1781,906,2025-08-08,2025-08,111,West,Consumer,Online,Keyboard,Technology,1,15,0,6500,975,3200,5525,2325
1782,906,2025-08-08,2025-08,111,West,Consumer,Online,Chair,Furniture,4,0,0,68000,0,44000,68000,24000
1783,906,2025-08-08,2025-08,111,West,Consumer,Online,Storage box,Office Supplies,3,15,0,7800,1170,3600,6630,3030
1784,907,2024-08-24,2024-08,26,South,Business,Online,Desk,Furniture,3,0,0,84000,0,57000,84000,27000
1785,907,2024-08-24,2024-08,26,South,Business,Online,Notebook pack,Office Supplies,2,0,0,3600,0,1400,3600,2200
1786,907,2024-08-24,2024-08,26,South,Business,Online,Keyboard,Technology,4,0,0,26000,0,12800,26000,13200
1787,908,2025-08-30,2025-08,40,South,Business,Online,Storage box,Office Supplies,5,10,1,13000,1300,0,0,0
1788,908,2025-08-30,2025-08,40,South,Business,Online,Notebook pack,Office Supplies,2,10,0,3600,360,1400,3240,1840
1789,908,2025-08-30,2025-08,40,South,Business,Online,Desk,Furniture,3,0,0,84000,0,57000,84000,27000
1790,909,2024-08-15,2024-08,77,Central,Consumer,Online,Chair,Furniture,1,10,0,17000,1700,11000,15300,4300
1791,909,2024-08-15,2024-08,77,Central,Consumer,Online,Keyboard,Technology,2,0,0,13000,0,6400,13000,6600
1792,909,2024-08-15,2024-08,77,Central,Consumer,Online,Monitor,Technology,5,0,0,120000,0,80000,120000,40000
1793,910,2025-09-02,2025-09,32,West,Business,Online,Monitor,Technology,3,0,0,72000,0,48000,72000,24000
1794,911,2025-05-21,2025-05,93,South,Business,Online,Desk,Furniture,1,25,0,28000,7000,19000,21000,2000
1795,911,2025-05-21,2025-05,93,South,Business,Online,Keyboard,Technology,1,0,0,6500,0,3200,6500,3300
1796,912,2025-01-19,2025-01,81,East,Consumer,Store,Chair,Furniture,3,0,0,51000,0,33000,51000,18000
1797,913,2025-11-06,2025-11,146,East,Consumer,Online,Monitor,Technology,3,10,0,72000,7200,48000,64800,16800
1798,914,2025-09-06,2025-09,140,Central,Business,Online,Notebook pack,Office Supplies,3,0,0,5400,0,2100,5400,3300
1799,915,2024-01-31,2024-01,138,Central,Consumer,Online,Notebook pack,Office Supplies,3,0,0,5400,0,2100,5400,3300
1800,915,2024-01-31,2024-01,138,Central,Consumer,Online,Chair,Furniture,1,15,0,17000,2550,11000,14450,3450
1801,915,2024-01-31,2024-01,138,Central,Consumer,Online,Storage box,Office Supplies,1,0,0,2600,0,1200,2600,1400
1802,916,2025-05-08,2025-05,52,Central,Consumer,Online,Storage box,Office Supplies,3,10,0,7800,780,3600,7020,3420
1803,916,2025-05-08,2025-05,52,Central,Consumer,Online,Notebook pack,Office Supplies,4,10,0,7200,720,2800,6480,3680
1804,917,2025-02-13,2025-02,50,East,Business,Store,Chair,Furniture,3,25,0,51000,12750,33000,38250,5250
1805,918,2025-08-24,2025-08,80,East,Consumer,Online,Storage box,Office Supplies,4,10,0,10400,1040,4800,9360,4560
1806,919,2025-03-09,2025-03,153,West,Business,Store,Notebook pack,Office Supplies,5,10,0,9000,900,3500,8100,4600
1807,919,2025-03-09,2025-03,153,West,Business,Store,Desk,Furniture,5,15,0,140000,21000,95000,119000,24000
1808,920,2025-10-09,2025-10,17,Central,Business,Store,Desk,Furniture,5,10,0,140000,14000,95000,126000,31000
1809,921,2024-10-27,2024-10,155,Central,Business,Store,Desk,Furniture,2,15,0,56000,8400,38000,47600,9600
1810,921,2024-10-27,2024-10,155,Central,Business,Store,Storage box,Office Supplies,2,5,0,5200,260,2400,4940,2540
1811,922,2024-08-08,2024-08,169,Central,Business,Store,Chair,Furniture,1,0,0,17000,0,11000,17000,6000
1812,922,2024-08-08,2024-08,169,Central,Business,Store,Monitor,Technology,1,5,0,24000,1200,16000,22800,6800
1813,923,2025-08-04,2025-08,83,West,Business,Online,Desk,Furniture,5,5,0,140000,7000,95000,133000,38000
1814,923,2025-08-04,2025-08,83,West,Business,Online,Keyboard,Technology,1,15,0,6500,975,3200,5525,2325
1815,923,2025-08-04,2025-08,83,West,Business,Online,Monitor,Technology,5,0,0,120000,0,80000,120000,40000
1816,924,2025-10-23,2025-10,108,South,Business,Store,Monitor,Technology,2,0,0,48000,0,32000,48000,16000
1817,924,2025-10-23,2025-10,108,South,Business,Store,Chair,Furniture,4,0,0,68000,0,44000,68000,24000
1818,925,2025-03-07,2025-03,31,West,Consumer,Online,Chair,Furniture,3,25,0,51000,12750,33000,38250,5250
1819,925,2025-03-07,2025-03,31,West,Consumer,Online,Notebook pack,Office Supplies,1,5,1,1800,90,0,0,0
1820,926,2025-08-12,2025-08,2,Central,Consumer,Store,Chair,Furniture,1,0,0,17000,0,11000,17000,6000
1821,926,2025-08-12,2025-08,2,Central,Consumer,Store,Keyboard,Technology,1,0,0,6500,0,3200,6500,3300
1822,927,2025-03-01,2025-03,186,South,Consumer,Store,Monitor,Technology,4,0,0,96000,0,64000,96000,32000
1823,927,2025-03-01,2025-03,186,South,Consumer,Store,Storage box,Office Supplies,3,10,0,7800,780,3600,7020,3420
1824,928,2025-02-06,2025-02,77,Central,Consumer,Store,Storage box,Office Supplies,3,15,0,7800,1170,3600,6630,3030
1825,928,2025-02-06,2025-02,77,Central,Consumer,Store,Desk,Furniture,2,0,0,56000,0,38000,56000,18000
1826,929,2024-05-22,2024-05,27,South,Business,Store,Storage box,Office Supplies,2,0,0,5200,0,2400,5200,2800
1827,929,2024-05-22,2024-05,27,South,Business,Store,Keyboard,Technology,3,15,0,19500,2925,9600,16575,6975
1828,929,2024-05-22,2024-05,27,South,Business,Store,Chair,Furniture,1,10,0,17000,1700,11000,15300,4300
1829,930,2024-02-14,2024-02,29,Central,Consumer,Online,Desk,Furniture,3,25,0,84000,21000,57000,63000,6000
1830,930,2024-02-14,2024-02,29,Central,Consumer,Online,Monitor,Technology,2,0,0,48000,0,32000,48000,16000
1831,931,2024-05-02,2024-05,33,South,Business,Store,Notebook pack,Office Supplies,4,10,0,7200,720,2800,6480,3680
1832,932,2025-06-18,2025-06,136,East,Business,Online,Keyboard,Technology,3,10,0,19500,1950,9600,17550,7950
1833,932,2025-06-18,2025-06,136,East,Business,Online,Storage box,Office Supplies,3,5,0,7800,390,3600,7410,3810
1834,932,2025-06-18,2025-06,136,East,Business,Online,Monitor,Technology,3,15,0,72000,10800,48000,61200,13200
1835,933,2024-09-05,2024-09,169,Central,Business,Online,Desk,Furniture,1,5,1,28000,1400,0,0,0
1836,933,2024-09-05,2024-09,169,Central,Business,Online,Storage box,Office Supplies,2,10,0,5200,520,2400,4680,2280
1837,933,2024-09-05,2024-09,169,Central,Business,Online,Keyboard,Technology,2,10,0,13000,1300,6400,11700,5300
1838,934,2024-08-01,2024-08,152,East,Business,Store,Storage box,Office Supplies,2,15,0,5200,780,2400,4420,2020
